Titel;Strong_Grasp
TimeStamp;27.10.2018 00:22:36
Channels;3
1;0.8;426;347;3;;;;;;
2;0.22;442;359;4;;;;;;
3;0.38;465;368;4;;;;;;
4;0.53;442;368;4;;;;;;
5;0.69;443;358;4;;;;;;
6;0.85;435;352;4;;;;;;
7;0.100;452;362;4;;;;;;
8;0.116;463;371;4;;;;;;
9;0.132;447;370;4;;;;;;
10;0.147;425;347;3;;;;;;
11;0.163;440;360;4;;;;;;
12;0.178;463;368;4;;;;;;
13;0.194;447;369;4;;;;;;
14;0.210;446;362;4;;;;;;
15;0.225;431;351;3;;;;;;
16;0.241;448;362;4;;;;;;
17;0.257;466;372;4;;;;;;
18;0.272;442;370;5;;;;;;
19;0.288;430;351;4;;;;;;
20;0.303;438;357;3;;;;;;
21;0.319;458;365;4;;;;;;
22;0.335;451;368;5;;;;;;
23;0.350;448;366;4;;;;;;
24;0.366;429;348;3;;;;;;
25;0.382;444;360;4;;;;;;
26;0.397;465;370;4;;;;;;
27;0.413;440;370;5;;;;;;
28;0.428;435;352;4;;;;;;
29;0.447;423;341;4;;;;;;
30;0.460;454;358;4;;;;;;
31;0.475;461;364;4;;;;;;
32;0.491;453;357;4;;;;;;
33;0.507;430;333;3;;;;;;
34;0.522;446;371;4;;;;;;
35;0.538;466;382;5;;;;;;
36;0.553;447;364;4;;;;;;
37;0.569;445;370;4;;;;;;
38;0.585;434;477;5;;;;;;
39;0.600;458;595;6;;;;;;
40;0.616;463;664;5;;;;;;
41;0.632;462;689;5;;;;;;
42;0.647;440;622;3;;;;;;
43;0.663;448;604;4;;;;;;
44;0.678;497;620;5;;;;;;
45;0.694;484;595;4;;;;;;
46;0.710;472;624;5;;;;;;
47;0.725;444;639;4;;;;;;
48;0.741;450;691;5;;;;;;
49;0.757;465;691;5;;;;;;
50;0.772;445;620;4;;;;;;
51;0.788;429;650;4;;;;;;
52;0.803;425;595;3;;;;;;
53;0.819;467;588;4;;;;;;
54;0.835;477;510;4;;;;;;
55;0.850;462;565;5;;;;;;
56;0.866;461;580;4;;;;;;
57;0.882;466;611;4;;;;;;
58;0.897;477;682;5;;;;;;
59;0.913;451;813;6;;;;;;
60;0.928;447;737;4;;;;;;
61;0.944;448;748;4;;;;;;
62;0.960;489;695;4;;;;;;
63;0.975;473;754;5;;;;;;
64;0.991;467;829;5;;;;;;
65;1.7;453;742;3;;;;;;
66;1.22;478;790;4;;;;;;
67;1.38;520;838;5;;;;;;
68;1.53;507;815;4;;;;;;
69;1.69;483;782;4;;;;;;
70;1.85;486;945;6;;;;;;
71;1.100;508;855;4;;;;;;
72;1.116;515;776;3;;;;;;
73;1.132;482;749;4;;;;;;
74;1.147;451;712;3;;;;;;
75;1.163;475;688;3;;;;;;
76;1.178;481;718;4;;;;;;
77;1.194;476;867;7;;;;;;
78;1.210;486;899;6;;;;;;
79;1.225;469;784;3;;;;;;
80;1.241;477;918;5;;;;;;
81;1.257;494;868;4;;;;;;
82;1.272;466;875;4;;;;;;
83;1.288;459;897;4;;;;;;
84;1.304;474;937;4;;;;;;
85;1.319;481;965;4;;;;;;
86;1.335;459;966;4;;;;;;
87;1.350;462;923;4;;;;;;
88;1.366;444;882;3;;;;;;
89;1.382;464;812;3;;;;;;
90;1.397;525;760;3;;;;;;
91;1.413;483;788;5;;;;;;
92;1.428;482;703;3;;;;;;
93;1.447;463;788;5;;;;;;
94;1.460;524;733;4;;;;;;
95;1.475;531;731;4;;;;;;
96;1.491;516;662;3;;;;;;
97;1.507;488;611;2;;;;;;
98;1.522;513;574;3;;;;;;
99;1.538;518;600;4;;;;;;
100;1.553;477;597;4;;;;;;
101;1.569;471;542;4;;;;;;
102;1.585;458;491;3;;;;;;
103;1.600;481;476;3;;;;;;
104;1.616;480;467;4;;;;;;
105;1.632;458;459;4;;;;;;
106;1.647;438;413;3;;;;;;
107;1.663;453;411;4;;;;;;
108;1.678;471;414;4;;;;;;
109;1.694;449;419;4;;;;;;
110;1.710;447;396;4;;;;;;
111;1.725;437;372;3;;;;;;
112;1.741;455;383;4;;;;;;
113;1.757;466;396;5;;;;;;
114;1.772;439;401;5;;;;;;
115;1.788;427;362;4;;;;;;
116;1.803;440;362;4;;;;;;
117;1.819;460;375;4;;;;;;
118;1.835;448;385;5;;;;;;
119;1.850;446;376;5;;;;;;
120;1.866;430;344;3;;;;;;
121;1.882;450;355;4;;;;;;
122;1.897;469;371;4;;;;;;
123;1.913;442;375;4;;;;;;
124;1.928;437;341;4;;;;;;
125;1.944;443;338;3;;;;;;
126;1.960;463;350;4;;;;;;
127;1.975;462;359;4;;;;;;
128;1.991;453;351;5;;;;;;
129;2.7;430;316;3;;;;;;
130;2.22;447;330;4;;;;;;
131;2.38;467;343;4;;;;;;
132;2.53;442;345;4;;;;;;
133;2.69;445;326;4;;;;;;
134;2.85;436;316;3;;;;;;
135;2.100;454;329;4;;;;;;
136;2.116;465;343;4;;;;;;
137;2.132;451;340;5;;;;;;
138;2.147;428;310;3;;;;;;
139;2.163;443;326;4;;;;;;
140;2.178;467;341;5;;;;;;
141;2.194;451;343;5;;;;;;
142;2.210;451;333;5;;;;;;
143;2.225;435;319;3;;;;;;
144;2.243;445;331;4;;;;;;
145;2.258;470;346;5;;;;;;
146;2.272;448;347;5;;;;;;
147;2.288;432;323;4;;;;;;
148;2.303;441;334;4;;;;;;
149;2.319;463;346;4;;;;;;
150;2.335;454;350;5;;;;;;
151;2.350;452;348;5;;;;;;
152;2.366;433;331;3;;;;;;
