Titel;Weak_Grasp
TimeStamp;27.10.2018 00:05:57
Channels;3
1;0.10;546;542;3;;;;;;
2;0.25;542;532;3;;;;;;
3;0.41;567;556;4;;;;;;
4;0.56;563;578;5;;;;;;
5;0.72;559;567;4;;;;;;
6;0.88;531;527;3;;;;;;
7;0.103;551;545;4;;;;;;
8;0.119;576;567;4;;;;;;
9;0.134;548;588;5;;;;;;
10;0.150;545;539;4;;;;;;
11;0.166;540;530;3;;;;;;
12;0.181;560;547;4;;;;;;
13;0.197;565;576;5;;;;;;
14;0.213;558;573;4;;;;;;
15;0.228;529;521;3;;;;;;
16;0.244;547;539;4;;;;;;
17;0.259;573;561;5;;;;;;
18;0.275;549;586;5;;;;;;
19;0.290;549;541;4;;;;;;
20;0.306;538;526;3;;;;;;
21;0.322;558;546;4;;;;;;
22;0.337;571;578;4;;;;;;
23;0.353;556;579;5;;;;;;
24;0.369;528;521;3;;;;;;
25;0.384;544;533;4;;;;;;
26;0.400;572;571;4;;;;;;
27;0.416;559;612;5;;;;;;
28;0.431;558;575;4;;;;;;
29;0.447;542;541;3;;;;;;
30;0.463;560;555;4;;;;;;
31;0.478;580;582;5;;;;;;
32;0.494;554;640;5;;;;;;
33;0.509;539;680;5;;;;;;
34;0.525;552;666;4;;;;;;
35;0.540;581;651;4;;;;;;
36;0.556;570;702;5;;;;;;
37;0.572;575;759;5;;;;;;
38;0.589;550;840;5;;;;;;
39;0.603;566;766;4;;;;;;
40;0.619;592;795;4;;;;;;
41;0.634;561;819;4;;;;;;
42;0.650;564;833;4;;;;;;
43;0.666;562;811;3;;;;;;
44;0.681;574;840;5;;;;;;
45;0.697;570;894;5;;;;;;
46;0.713;560;908;5;;;;;;
47;0.728;540;967;5;;;;;;
48;0.744;547;967;4;;;;;;
49;0.760;571;966;4;;;;;;
50;0.778;550;966;4;;;;;;
51;0.791;514;967;4;;;;;;
52;0.806;528;966;4;;;;;;
53;0.822;549;967;4;;;;;;
54;0.837;568;967;5;;;;;;
55;0.853;563;966;5;;;;;;
56;0.869;554;967;4;;;;;;
57;0.884;552;966;4;;;;;;
58;0.900;574;967;4;;;;;;
59;0.916;551;967;5;;;;;;
60;0.931;557;966;4;;;;;;
61;0.947;542;967;4;;;;;;
62;0.963;575;966;4;;;;;;
63;0.978;609;967;4;;;;;;
64;0.994;579;966;4;;;;;;
65;1.9;566;966;4;;;;;;
66;1.25;570;967;4;;;;;;
67;1.40;582;967;4;;;;;;
68;1.56;572;966;4;;;;;;
69;1.72;559;968;4;;;;;;
70;1.88;535;967;4;;;;;;
71;1.103;556;967;4;;;;;;
72;1.119;592;967;4;;;;;;
73;1.134;566;967;5;;;;;;
74;1.150;556;966;4;;;;;;
75;1.166;561;967;4;;;;;;
76;1.181;585;967;4;;;;;;
77;1.197;579;967;4;;;;;;
78;1.213;558;967;4;;;;;;
79;1.228;523;920;3;;;;;;
80;1.244;546;824;3;;;;;;
81;1.259;572;787;3;;;;;;
82;1.275;545;771;4;;;;;;
83;1.290;549;723;4;;;;;;
84;1.306;557;831;5;;;;;;
85;1.322;579;857;4;;;;;;
86;1.337;583;819;4;;;;;;
87;1.353;566;770;4;;;;;;
88;1.369;534;670;3;;;;;;
89;1.384;559;678;4;;;;;;
90;1.400;576;686;4;;;;;;
91;1.416;549;727;5;;;;;;
92;1.431;552;672;4;;;;;;
93;1.447;538;645;3;;;;;;
94;1.469;530;633;4;;;;;;
95;1.478;573;699;5;;;;;;
96;1.494;553;717;5;;;;;;
97;1.509;529;649;3;;;;;;
98;1.525;543;676;4;;;;;;
99;1.540;569;712;4;;;;;;
100;1.557;552;744;5;;;;;;
101;1.572;555;720;4;;;;;;
102;1.588;531;675;3;;;;;;
103;1.603;551;709;4;;;;;;
104;1.621;563;718;4;;;;;;
105;1.634;547;749;5;;;;;;
106;1.650;535;677;3;;;;;;
107;1.666;540;679;4;;;;;;
108;1.681;565;701;4;;;;;;
109;1.697;558;720;5;;;;;;
110;1.713;558;693;5;;;;;;
111;1.728;531;634;3;;;;;;
112;1.744;550;652;4;;;;;;
113;1.759;573;666;4;;;;;;
114;1.778;570;661;4;;;;;;
115;1.791;541;607;4;;;;;;
116;1.806;538;594;4;;;;;;
117;1.822;562;614;4;;;;;;
118;1.837;567;627;5;;;;;;
119;1.853;560;613;5;;;;;;
120;1.869;530;548;3;;;;;;
121;1.884;548;571;4;;;;;;
122;1.900;572;585;5;;;;;;
123;1.916;548;605;5;;;;;;
124;1.931;549;553;4;;;;;;
125;1.947;536;532;4;;;;;;
126;1.963;556;550;4;;;;;;
127;1.978;571;576;5;;;;;;
128;1.994;557;573;5;;;;;;
129;2.9;528;516;3;;;;;;
130;2.25;544;534;4;;;;;;
131;2.40;568;557;4;;;;;;
132;2.56;564;575;4;;;;;;
133;2.72;569;553;4;;;;;;
134;2.88;546;536;4;;;;;;
135;2.103;563;558;4;;;;;;
136;2.119;589;585;4;;;;;;
137;2.135;569;598;5;;;;;;
138;2.150;553;565;3;;;;;;
139;2.166;555;578;4;;;;;;
140;2.181;579;595;4;;;;;;
141;2.197;575;612;5;;;;;;
142;2.213;577;614;5;;;;;;
143;2.228;547;599;4;;;;;;
144;2.244;561;615;4;;;;;;
145;2.259;586;635;5;;;;;;
146;2.275;564;647;5;;;;;;
147;2.290;553;630;4;;;;;;
148;2.306;550;638;4;;;;;;
149;2.322;572;649;4;;;;;;
150;2.337;575;664;4;;;;;;
151;2.353;573;672;5;;;;;;
152;2.369;540;664;4;;;;;;
153;2.384;555;671;4;;;;;;
154;2.400;581;684;5;;;;;;
155;2.416;556;691;5;;;;;;
156;2.431;555;689;4;;;;;;
