Titel;Weak_Grasp
TimeStamp;27.10.2018 00:07:17
Channels;3
1;0.8;518;364;3;;;;;;
2;0.23;544;373;4;;;;;;
3;0.39;526;378;4;;;;;;
4;0.54;529;373;4;;;;;;
5;0.70;512;364;4;;;;;;
6;0.86;529;372;4;;;;;;
7;0.101;547;381;4;;;;;;
8;0.117;526;383;5;;;;;;
9;0.132;507;363;4;;;;;;
10;0.148;517;368;4;;;;;;
11;0.164;541;375;5;;;;;;
12;0.179;531;379;4;;;;;;
13;0.195;530;376;4;;;;;;
14;0.211;507;362;4;;;;;;
15;0.226;526;364;4;;;;;;
16;0.242;548;374;4;;;;;;
17;0.258;519;378;4;;;;;;
18;0.273;515;360;4;;;;;;
19;0.289;515;361;4;;;;;;
20;0.305;536;368;4;;;;;;
21;0.320;537;381;5;;;;;;
22;0.336;533;379;5;;;;;;
23;0.351;507;358;4;;;;;;
24;0.367;524;366;4;;;;;;
25;0.382;549;375;4;;;;;;
26;0.398;522;379;4;;;;;;
27;0.414;523;364;4;;;;;;
28;0.429;514;359;4;;;;;;
29;0.448;520;362;4;;;;;;
30;0.461;545;376;4;;;;;;
31;0.476;532;376;5;;;;;;
32;0.492;504;355;4;;;;;;
33;0.507;522;361;4;;;;;;
34;0.523;544;365;4;;;;;;
35;0.539;530;387;5;;;;;;
36;0.554;523;434;5;;;;;;
37;0.570;512;433;4;;;;;;
38;0.586;529;427;4;;;;;;
39;0.601;545;446;5;;;;;;
40;0.617;519;470;5;;;;;;
41;0.632;503;433;3;;;;;;
42;0.648;520;451;4;;;;;;
43;0.664;546;433;4;;;;;;
44;0.679;535;443;4;;;;;;
45;0.695;530;491;5;;;;;;
46;0.711;505;473;4;;;;;;
47;0.726;525;490;4;;;;;;
48;0.742;551;499;5;;;;;;
49;0.757;527;611;5;;;;;;
50;0.773;521;553;4;;;;;;
51;0.789;527;553;3;;;;;;
52;0.804;554;516;3;;;;;;
53;0.820;557;552;4;;;;;;
54;0.836;552;524;4;;;;;;
55;0.851;522;516;3;;;;;;
56;0.867;539;492;4;;;;;;
57;0.882;564;511;4;;;;;;
58;0.898;532;481;4;;;;;;
59;0.914;532;481;4;;;;;;
60;0.929;527;472;4;;;;;;
61;0.945;544;510;5;;;;;;
62;0.961;553;488;4;;;;;;
63;0.976;537;529;5;;;;;;
64;0.992;509;568;4;;;;;;
65;1.7;528;588;5;;;;;;
66;1.23;556;643;5;;;;;;
67;1.39;537;625;4;;;;;;
68;1.55;545;607;4;;;;;;
69;1.70;532;603;4;;;;;;
70;1.86;557;719;5;;;;;;
71;1.101;577;692;4;;;;;;
72;1.120;563;778;5;;;;;;
73;1.133;536;706;4;;;;;;
74;1.148;548;739;4;;;;;;
75;1.164;563;787;5;;;;;;
76;1.179;552;826;5;;;;;;
77;1.195;544;852;5;;;;;;
78;1.211;520;781;3;;;;;;
79;1.226;537;769;4;;;;;;
80;1.242;564;743;4;;;;;;
81;1.258;535;699;4;;;;;;
82;1.273;522;690;4;;;;;;
83;1.289;507;764;5;;;;;;
84;1.304;522;704;3;;;;;;
85;1.320;520;612;3;;;;;;
86;1.336;518;545;3;;;;;;
87;1.351;496;501;3;;;;;;
88;1.367;524;533;4;;;;;;
89;1.382;545;511;4;;;;;;
90;1.398;517;525;5;;;;;;
91;1.414;520;509;4;;;;;;
92;1.430;510;487;4;;;;;;
93;1.448;521;527;5;;;;;;
94;1.461;548;540;5;;;;;;
95;1.476;547;528;4;;;;;;
96;1.492;524;477;3;;;;;;
97;1.507;534;448;4;;;;;;
98;1.523;562;458;4;;;;;;
99;1.539;537;471;4;;;;;;
100;1.554;536;426;4;;;;;;
101;1.570;516;401;4;;;;;;
102;1.586;529;400;4;;;;;;
103;1.601;548;413;4;;;;;;
104;1.617;529;406;4;;;;;;
105;1.632;511;357;3;;;;;;
106;1.648;526;354;4;;;;;;
107;1.664;557;393;5;;;;;;
108;1.679;545;409;5;;;;;;
109;1.695;543;381;4;;;;;;
110;1.711;520;347;3;;;;;;
111;1.726;537;351;4;;;;;;
112;1.742;557;359;4;;;;;;
113;1.757;531;360;4;;;;;;
114;1.773;522;325;4;;;;;;
115;1.789;523;322;4;;;;;;
116;1.804;544;332;5;;;;;;
117;1.820;544;346;5;;;;;;
118;1.836;541;339;5;;;;;;
119;1.851;514;308;3;;;;;;
120;1.867;531;323;4;;;;;;
121;1.882;554;337;4;;;;;;
122;1.898;528;346;5;;;;;;
123;1.914;528;325;4;;;;;;
124;1.929;522;323;3;;;;;;
125;1.945;543;332;4;;;;;;
126;1.961;553;347;4;;;;;;
127;1.976;541;350;5;;;;;;
128;1.992;512;328;3;;;;;;
129;2.7;531;341;4;;;;;;
130;2.23;555;353;4;;;;;;
131;2.39;533;360;5;;;;;;
132;2.54;536;351;4;;;;;;
133;2.70;521;344;4;;;;;;
134;2.86;538;354;4;;;;;;
135;2.101;556;367;4;;;;;;
136;2.117;536;370;5;;;;;;
137;2.132;514;351;4;;;;;;
138;2.148;527;359;4;;;;;;
139;2.164;552;367;4;;;;;;
140;2.179;541;372;4;;;;;;
141;2.195;541;370;5;;;;;;
142;2.211;518;358;4;;;;;;
143;2.226;535;367;4;;;;;;
144;2.242;558;377;4;;;;;;
145;2.258;533;381;5;;;;;;
146;2.273;525;362;4;;;;;;
147;2.289;524;365;4;;;;;;
148;2.305;546;370;4;;;;;;
149;2.320;546;378;4;;;;;;
150;2.336;545;379;5;;;;;;
151;2.351;516;361;3;;;;;;
152;2.367;533;370;4;;;;;;
153;2.382;557;379;4;;;;;;
154;2.398;530;381;4;;;;;;
155;2.414;529;368;4;;;;;;
156;2.430;521;365;3;;;;;;
157;2.448;527;370;4;;;;;;
158;2.461;552;381;5;;;;;;
159;2.476;541;382;5;;;;;;
160;2.492;512;362;4;;;;;;
161;2.507;527;371;4;;;;;;
162;2.523;553;378;4;;;;;;
163;2.539;533;382;4;;;;;;
164;2.554;536;374;4;;;;;;
165;2.570;521;365;4;;;;;;
166;2.586;538;370;4;;;;;;
167;2.601;555;380;5;;;;;;
168;2.617;536;381;4;;;;;;
169;2.632;514;359;3;;;;;;
170;2.648;527;366;4;;;;;;
171;2.664;553;375;4;;;;;;
172;2.679;540;379;5;;;;;;
